n,p_I1,p_I2,ph1,ph2,bias_threestep_psi03,var_threestep_psi03,bias_gest_psi03,var_gest_psi03,bias_gmm_psi03,var_gmm_psi03,bias_threestep_psi13,var_threestep_psi13,bias_gest_psi13,var_gest_psi13,bias_gmm_psi13,var_gmm_psi13
12000,0.2,1.0,0.8,0.5,0.026956266197609824,0.05960043936225449,-0.004239402861000112,0.04287845497480069,-0.02512965502643462,0.04416236826588577,-0.02097681485513607,0.2638947126162006,-0.02541397879844149,0.12553744698322816,-0.082364333185872,0.12447605917484655
12000,0.2,1.0,0.8,0.8,-0.02685376182411192,0.031115471419237477,-0.012230793980299212,0.027629793855534088,-0.023151252010263437,0.027836368890088455,-0.04829213343454967,0.136430406426912,-0.04828337732929913,0.10774318979921625,-0.07932589316532113,0.10689652778183206
12000,1.0,0.2,0.2,0.2,-0.05350954350856656,1.5741240605293796,0.038800108170408396,0.9378606791226907,-0.20902045970057262,601.4860051217303,0.015015641951907958,0.19830794004611177,0.013870210806738092,0.165374948586058,-0.06320525450357503,0.1852255554741059
12000,1.0,0.2,0.2,0.5,-0.051458064701281045,0.3385139432999798,0.022778213329279186,0.21697048384546427,-0.045686721781870485,0.206544581665754,0.012543911982093946,0.05847332363693471,0.006740856613830291,0.060445441709932504,-0.023081850899128304,0.05807820522122432
12000,1.0,0.2,0.2,0.8,-0.04385320401375676,0.2024592204377908,0.0005150947129749291,0.11389501702860057,-0.024412091994261743,0.1050544414829964,0.018738551017912733,0.02597715292274826,0.011006082169424131,0.02446908053572291,0.013521554560221642,0.023746325253470164
12000,1.0,0.2,0.5,0.2,0.033082683797263104,0.3838394941407431,0.02271412033527675,0.2601525130977356,-0.07918459844653106,0.27312442081165444,-0.012745527394279355,0.12007252483937557,-0.0205197809597761,0.1131926361080842,-0.05439365172577359,0.10885883756979935
12000,1.0,0.2,0.5,0.5,-0.015706590377977912,0.1169526541256286,-0.006094614928590279,0.08237317324948697,-0.04850975617568344,0.0861888226008365,0.0071766814728256995,0.03812874995446666,0.00419918870368116,0.037625249771826685,-0.026452742645406323,0.038644601456821505
12000,1.0,0.2,0.5,0.8,-0.012326244109202876,0.05311434954762781,-0.0034271374402438355,0.04189852271074729,-0.013987523730703444,0.04263824365699792,-0.022601788874237555,0.019369930650776277,-0.021165654429788135,0.01962333388572395,-0.014785117146274687,0.018749154478701485
12000,1.0,0.2,0.8,0.2,0.010755586529854734,0.22537763717847503,0.009286180507847576,0.15401511560448622,-0.05979013188081086,0.15463364985587685,-0.019344044009824705,0.1925123523474689,-0.019783378499401236,0.17654949021772068,-0.07125064771990267,0.17276535750208005
12000,1.0,0.2,0.8,0.5,0.025878799101784082,0.0597581373776018,0.009434708415407583,0.048476422245507564,-0.023567959801370095,0.05185377180242621,-0.003486659047439267,0.0525446584994695,-0.0009300077257152266,0.0550675881102703,-0.01834845527823157,0.059479938441991315
12000,1.0,0.2,0.8,0.8,-0.025249331560902144,0.03147548208363885,-0.007085265231277104,0.02545063400360561,-0.03237732223448388,0.02484132578526535,-0.01841483885294602,0.02742774717341611,-0.02103213214485403,0.027673316746532724,-0.03729617932132899,0.024469763016119108
12000,1.0,1.0,0.2,0.2,-0.05510334328846768,1.5561726393622946,0.056173299724099277,0.4765385522322964,-0.01330098980157782,0.5302407248277929,0.015193264641934288,0.19879899820356958,0.009631076596818793,0.11990914352413438,-0.042909310545848026,0.128334703043509
12000,1.0,1.0,0.2,0.5,-0.04759408875336057,0.34048268595729564,-0.004413793418182694,0.15301267181716607,-0.007256695851937098,0.14675884026536104,0.012672207544784042,0.058403562658445866,-0.007533521486609374,0.05036724134275971,-0.013318875549434811,0.050290212744666114
12000,1.0,1.0,0.2,0.8,-0.04575635694815647,0.2041809645817624,0.02299973102004898,0.10390920046428033,-0.012404577440660577,0.09043656986949943,0.01880284369451377,0.0260174633278599,0.020296428409652505,0.022498762937841452,-0.002927089580865637,0.02304170010069327
